customer_id,amount_spent,num_positive_reviews,num_reviews
13748,33188.74999999982,392,980
15100,33660.29999999998,144,318
14688,204295.19999999847,4667,14360
17809,208242.9000000018,640,2880
18074,17136.000000000033,91,455
16029,1937719.1800000065,4384,10412
13767,881176.9199999901,7182,20748
17924,109984.5400000003,304,1444
15862,42476.88000000043,3528,7497
14045,81327.75000000015,120,294
17920,138735.29999999967,6960,22968
13255,16798.380000000023,224,602
16583,10038.349999999988,154,602
18085,31737.700000000197,348,1334
13758,146765.2999999999,1404,5382
17968,11926.050000000103,1190,3655
16210,1096487.600000004,2091,6396
17897,20561.79999999986,1495,4370
16552,18606.770000000037,238,833
17181,10796.400000000061,322,1035
12748,1133811.8999997855,78914,181038
15012,21998.08000000086,1664,6656
17572,7709.499999999994,120,408
14001,95425.51000000045,920,1880
15525,29196.720000001704,1620,6480
16955,28632.860000000008,468,1508
15350,4510.349999999987,85,195
18144,112661.24999999955,516,1677
15922,14180.400000000014,204,468
14594,18231.84000000021,1007,2544
15165,23899.750000000156,486,1323
16456,66909.47,1332,3441
17346,107074.78000000163,5030,20623
17873,54695.159999999836,506,1426
12921,655589.5999999783,10374,29640
17760,12366.369999999968,300,1075
16928,141856.49999999785,2343,10863
16048,14865.089999999933,198,549
17025,13595.259999999978,126,342
17460,17652.56999999997,481,1443
18229,400229.49999999354,2296,9020
14142,14031.44999999998,308,990
13065,8851.979999999981,196,602
15235,87652.88999999907,2002,5577
13576,308351.7999999906,1690,5980
13090,443158.89000001014,2737,8211
14741,49011.89999999958,767,2065
13715,54804.88000000078,2160,5616
14092,182839.49999999057,2170,9765
12855,1828.8000000000043,33,144
15752,144591.14999999,7004,22660
17855,10030.560000000032,119,816
13108,10501.799999999983,110,300
12471,805859.5600000444,6372,22833
13418,227972.1599999961,2198,12246
15658,41232.700000000295,728,2408
14388,133225.68000000477,2101,8022
14901,80654.4299999992,1274,5586
15070,4778.999999999996,13,45
15111,73671.56000000001,1344,3948
14390,188291.26999999565,3783,11931
15923,5591.519999999972,315,924
17287,55333.7199999995,2604,6448
16042,45894.8000000001,1200,3000
17964,19339.70000000041,1248,4264
14466,79533.99999999905,720,2520
17235,25852.820000000203,348,1363
16510,15382.199999999953,260,806
15107,11392.359999999979,360,920
17976,14480.790000000268,1105,2665
14449,46262.10000000084,5418,13158
16781,15616.449999999917,380,1007
17547,-483.8000000000001,26,82
13491,43769.52,860,3096
17685,143618.84999999858,2210,5850
17581,558277.7200000127,7684,23504
15732,14706.000000000027,168,700
13138,51969.05999999958,756,3402
15574,35112.50000000082,3696,8400
16770,36500.10000000015,1752,7154
17838,92507.99999999913,1370,5480
17228,97210.58999999634,3952,10608
14829,23852.05000000008,405,1665
12971,546513.0000000405,6776,15400
15646,17430.74000000019,360,1476
14443,57436.079999999274,1176,4018
14156,4308597.319999847,19880,53960
16995,-40.0,12,32
14625,35636.16,741,2394
13011,2578.049999999997,33,153
13798,1708516.7400001,6585,20633
14264,16292.969999999865,323,969
16634,9369.7,162,387
18239,87450.16000000144,1320,4928
13145,34427.11999999987,133,392
14395,131932.57999999792,3883,13414
14865,2244.5999999999976,52,172
12738,6524.699999999968,121,462
16150,99115.64000000294,1496,7072
17552,47317.92000000103,765,2652
14236,26506.440000000333,285,810
14573,48111.600000000144,1205,7230
17396,381201.6000000017,405,1404
12686,3565.5999999999967,91,280
14679,-109.64999999999992,17,43
15240,84278.5000000003,1826,4150
16883,11622.660000000067,532,1596
12841,209325.6000000003,8341,23706
12427,35418.49999999981,560,1750
17967,4307.450000000013,528,1680
14589,2265.7500000000055,60,171
14680,1077293.5999999812,3520,12800
12557,491629.36000000197,627,1353
14083,39718.77000000078,2534,7059
13013,215414.5500000052,2664,9990
14210,85540.04999999849,1545,4635
12779,189566.29999999417,2703,7791
16926,9670.499999999967,154,588
14723,46331.999999999636,3336,11120
12712,186631.72000000413,1420,6248
15373,108442.38999999754,2329,6713
16140,28854.570000000316,518,1517
17238,138552.05,8490,20942
12793,21819.199999999975,480,960
14396,23423.52000000003,1095,3504
16725,31002.80000000053,2280,6080
12395,101941.51999999867,2067,5406
13081,1202472.6399999321,19098,45623
15465,340305.9799999914,1976,5096
13089,3098837.519999943,29712,100278
18055,297094.1599999976,5082,15972
13069,163584.07999999344,4700,20680
16241,106922.66999999699,9268,27142
16839,614311.2000000179,3874,11920
16168,165906.39999999793,1980,4356
14813,7149.779999999997,510,1380
12567,373712.5399999889,6482,18983
17062,32602.670000000715,1704,4331
14810,100218.24000000379,3570,12240
18118,235022.34000001958,24396,53928
13831,99134.55000000073,740,3330
13506,20376.899999999852,435,1305
18156,33807.240000000354,2520,6440
17211,94286.46999999754,2982,8733
15880,15350.720000000212,1696,5194
14161,57747.039999999826,1620,5616
17863,107440.00000000054,2516,5032
16402,14380.800000000048,780,2880
15426,71494.99999999868,4800,15000
15555,204602.59999998947,14800,39775
13034,17997.55999999996,333,1036
15889,18768.540000000357,1767,3906
16143,106472.96000000136,2124,5192
15502,232741.31999999884,2520,10584
12763,24704.000000000087,180,900
13579,27088.31999999988,437,1334
17677,843399.4399999722,6741,16692
12586,5938.0199999999895,180,396
16161,267648.4999999967,7028,25100
18219,80790.80000000006,1840,4600
16638,67058.79999999996,1330,3800
17674,26449.920000000475,432,1296
12808,21280.59999999973,336,1232
13094,58101.23999999976,240,1020
17691,11616.00000000002,304,760
17227,31936.88,564,1598
15039,732098.2800000205,15080,55796
14189,230215.49999999988,4432,13850
14867,35066.49999999994,518,1850
15048,17886.79000000016,1274,4606
14708,41673.46000000004,319,1102
14825,91303.31000000276,1815,4961
17596,132912.70999999446,1890,12690
14085,146381.06999999122,4510,14883
17860,11628.800000000043,870,2668
13155,37898.639999999934,1530,3315
15882,19319.04000000003,264,936
14667,470791.2000000077,9792,29376
16550,115578.75000000527,4437,13311
17682,81157.88999999936,1071,3927
17068,222035.65999998993,6237,14553
15356,138325.00000000154,9342,25950
17223,20059.130000000187,735,2303
16654,25583.710000000134,372,1333
13481,81733.26000000193,2016,5152
13495,61693.71999999994,520,1612
17218,80389.51999999867,2466,11234
14215,74672.63999999984,1090,4578
13963,23258.89999999986,315,1225
17091,163520.830000003,2574,8514
17720,59797.00000000026,900,2500
14733,444222.37999999546,3672,10152
13319,490559.63999998965,6500,23000
15353,29526.76000000036,882,2394
17491,141676.80000000264,1210,4400
14282,130526.90000000558,1716,5460
15498,657012.3799999922,13075,27719
13488,481172.93999999535,7686,23058
15002,64028.63999999973,1380,4485
15024,73098.51999999803,1240,6820
17675,824022.1000000471,9373,29561
16904,153925.0700000015,15620,29110
13880,109472.17999999854,1485,5610
15858,71942.49999999772,3438,9550
15180,3499.9999999999973,78,240
17419,151234.92000000065,2496,7488
16775,66130.73999999778,2370,6162
16306,27704.42000000031,880,2024
12839,262430.1399999912,6004,14852
16125,14756.84999999999,234,663
18102,9744662.61999943,6928,16454
16365,70859.31999999919,816,2346
14821,2635.1999999999966,36,108
16863,18291.29999999998,336,1064
13078,634046.2799999961,6840,19380
13267,207008.67999999403,4256,10528
13050,261492.0599999894,5486,19412
12709,399646.30000000366,2056,11051
15628,126088.16000000048,1727,6908
14796,399815.0100000859,20970,59415
13599,181101.59999999864,3432,9504
13329,31096.8000000002,190,798
18077,115852.43999999951,3405,9988
14744,34832.96,224,896
17406,86792.39999999943,928,5220
13983,119161.15999999821,1680,5152
12441,7983.2999999999765,165,506
14032,111333.91999999982,1824,5776
16525,428240.5200000104,2200,7200
14952,332337.1799999876,2533,6258
16558,338538.6399999808,6162,19434
16713,280449.4299999727,6952,25912
16893,6420.919999999906,720,1980
16016,68232.26000000139,2607,10902
17722,97606.24000000094,1680,4920
15032,227669.1000000002,825,2805
18061,120806.37000000097,828,2622
13113,441420.00000000314,3920,11760
16553,266234.79000000027,1118,4042
13455,56411.600000000944,1166,2968
17262,53894.47999999969,132,516
14299,145622.85000000105,3078,8262
18259,102898.39999999886,588,1848
17676,49797.719999999834,1106,2844
15298,166060.39999999927,3880,8536
13523,150215.20000000022,2478,7080
12870,-774.8000000000011,32,104
15581,174928.4700000002,2416,7701
17894,43672.58999999976,2895,7527
13848,62750.0,105,250
15347,9273.599999999997,75,230
17340,594558.9999999971,8480,21200
16596,10506.300000000052,156,504
17655,105441.34000000107,1395,3813
16717,160639.63999999934,4248,11564
12963,69959.14000000016,1056,3648
15660,60528.390000000654,1692,3666
15358,345861.6000000147,5610,23562
18071,17667.000000000047,250,975
12683,353506.8700000062,5068,15566
12755,94737.60000000095,66,258
13854,433351.07999999344,2394,6156
12797,7573.019999999984,170,663
12494,48992.049999999734,1008,3612
14987,11097.600000000028,36,136
14355,7847.999999999971,143,495
17526,34628.29999999988,414,1127
14896,24844.81000000001,989,2279
14440,122599.35999999869,1045,2860
13240,31191.54999999973,1072,3149
16065,18232.410000000204,1184,3626
15945,9231.0,30,102
15856,695467.8099999878,11101,28079
14205,8969.979999999981,468,1599
17702,96304.32000000105,1280,4480
13982,106083.26999999942,1840,6555
15288,78421.6800000002,880,2992
16795,18669.600000000057,660,2970
13021,105960.39999999995,2144,5494
16255,91325.50000000044,3562,9590
17671,46226.880000000056,732,2196
17646,53765.64000000081,1134,2916
17339,11924.639999999968,126,441
17097,43144.32000000172,3621,9798
14441,66441.02000000041,590,2537
15279,11928.629999999961,357,903
16579,-1499.3999999999992,16,49
17456,11493.560000000049,204,782
17307,-4579.2,8,30
13327,166408.2200000002,1417,5014
15211,42037.270000000004,936,2444
16907,42210.95000000018,2416,6493
17576,127937.85999999587,4170,15429
14713,103906.13999999866,4433,13299
14702,120273.67999999346,2784,12876
13969,350480.9099999988,10128,24687
17696,101248.29999999858,2016,5796
16265,233195.44999999262,2340,11180
17880,23404.920000000213,494,1326
13000,24068.249999999916,403,1395
12731,789323.2200000024,3878,11634
14419,30683.7399999995,2266,5974
14082,10388.250000000033,551,1653
14256,37402.40000000017,702,2160
16019,189763.20000000115,3300,9075
18178,64509.81000000057,1782,4059
18065,97583.27999999907,2484,5658
12989,308452.9500000024,1156,3060
15881,16214.880000000096,448,1184
16727,13913.820000000122,782,2346
13787,14524.879999999906,496,1457
17865,416500.14000000607,5446,15949
16565,6774.300000000008,51,117
14448,13512.599999999993,220,720
16923,360008.8200000432,13920,37584
14159,177775.39999999263,12120,46056
14577,30089.85000000066,1230,4305
17236,40309.719999999594,1470,4620
17917,15016.320000000045,1410,4136
17085,51316.65000000111,1512,6237
14684,50687.4799999993,4631,17261
17188,106952.26000000096,1335,4183
15998,129535.13999999226,5599,21378
14413,5276.099999999982,299,989
18004,8134.559999999933,480,1920
15454,7522.199999999962,225,1050
15044,404357.14000001166,9220,24433
17618,34005.30000000013,1092,2730
14505,273478.9000000149,13651,37741
18037,2940.839999999996,190,798
13225,200740.31999999998,238,1122
15361,12148.680000000026,56,203
14290,76145.85000000003,824,3399
13209,203705.59999999774,3619,11515
13999,131418.8400000006,1484,7208
14498,93951.3600000015,2316,9264
14544,101222.49999999892,1710,5700
17231,131368.43999999214,9828,22932
14565,169057.34999999605,2322,7095
16726,63572.9200000006,3885,8510
14639,162378.6999999944,3150,9625
17611,177654.14999999452,5238,26190
17179,35589.4999999997,1280,4000
17524,6380.0,72,264
12476,216037.139999999,3696,8712
17293,76879.51000000029,2430,5535
17371,18227.270000000382,1305,3741
17969,9127.999999999967,154,560
15159,798668.2400000173,7200,30960
13211,45501.959999999744,672,2128
14525,156190.69000000643,3576,11026
13948,4896.000000000008,45,144
13008,7138.800000000023,225,600
14206,15413.000000000036,378,1050
16202,17167.690000000053,234,846
16442,28372.340000000368,2784,8004
18075,109164.95999999935,1377,6579
14524,56030.4000000004,1827,6090
12434,28312.02999999995,540,1998
16810,9923.040000000017,192,576
14961,294276.35999999184,3804,13314
17041,46893.88000000041,1278,3124
16458,128861.38000000705,2626,7474
16083,46116.69999999976,372,1085
14871,27686.1400000009,1666,5194
13178,326351.78999999247,4770,15105
18044,77169.05000000088,768,4736
16191,216186.07999999842,2416,6644
14298,2237947.359999742,22960,72160
14415,255708.6399999843,7956,26928
17739,133730.40000000058,768,2304
13238,27914.029999999555,576,1312
13097,223946.16000000274,6555,16606
14401,169679.16000000248,2562,7686
17629,80285.39999999841,1240,5580
14150,31614.719999999896,390,1248
13611,39378.800000000425,532,2584
16954,77147.95999999986,648,1998
17454,27429.089999999665,1159,3233
17449,107708.97999999506,3906,11997
12865,61922.79999999944,1248,3840
15950,85263.00000000243,1339,5150
15512,5082.000000000013,105,294
13092,25290.650000000292,468,1430
13426,156230.7999999969,1590,6996
14201,30961.799999999952,429,1755
17551,17183.040000000037,731,2408
18050,2752.800000000002,45,185
14913,39277.76000000007,1218,2784
15641,81149.59999999974,1428,5117
13124,185583.83999999845,3995,11280
15456,20124.899999999914,840,2700
12928,84570.700000001,672,3444
13829,-4590.0,15,45
17820,-1154.4000000000037,80,240
15664,15062.459999999928,285,798
17189,14607.200000000057,793,2318
17496,9757.799999999997,100,360
16607,121546.79999999997,1914,6960
16996,67090.6200000003,656,1927
15482,367848.32000000257,2667,7112
16037,37620.88000000019,663,1716
14841,168083.76000000368,1656,7038
16705,599683.5899999958,4260,12212
14414,69801.1099999997,1470,4606
15563,51467.90999999971,1521,4563
16743,146853.27999999883,3860,12931
12877,62966.56999999976,2464,6314
14309,129902.08000000169,2460,6888
14709,191534.45999999854,3546,7683
17744,89352.12000000049,1370,5343
16560,37559.46000000023,1044,2668
17580,9491.679999999924,675,1980
14373,3827.4999999999964,52,200
18176,18394.650000000034,462,1353
14735,272961.42999999895,2460,9635
18223,233663.50999999355,3588,11063
14334,144749.22000000297,2934,9291
16945,208583.999999986,3486,11952
14643,34099.109999999695,544,1734
15197,28883.360000000142,504,1584
14220,24031.199999999903,399,798
18260,106395.0000000008,2380,5740
12348,70092.36000000042,186,1209
13627,84449.04000000055,1974,4888
12782,97752.75999999866,1605,4601
14769,595929.6000000188,22974,61264
15780,21862.88,493,1334
12417,150309.59999999922,3564,8316
16711,74296.34999999996,330,990
17007,35097.20000000028,636,2120
14016,229408.37999999945,2592,8586
13033,9336.950000000008,176,539
13869,189401.94999999413,6140,18727
14146,109134.09000000151,2205,9065
12705,299826.55999998713,3480,15312
17913,14406.000000000075,1003,2065
12668,116038.57999999997,2352,5208
17358,13902.30000000016,885,2242
16686,176521.83999998568,9408,34104
17343,6971.039999999982,272,612
18256,-1553.1000000000004,56,124
16153,76617.6600000002,1246,3738
14646,12297516.87999927,29190,91740
17850,211545.19999998633,3120,12480
13047,113926.69999999904,3528,7252
12583,258744.2400000015,1757,9036
15291,174667.38000000053,1090,4142
15311,2198515.5799998976,39856,92167
14527,308455.2000000493,12132,40440
16098,86242.08999999984,1407,2881
17420,27546.17999999961,330,1380
16250,15967.040000000055,168,984
12431,314403.1100000038,3120,11760
17511,3525015.199999892,10760,43040
17548,-4810.32000000001,102,578
13705,31321.84000000017,448,1232
13747,3183.9999999999977,13,40
13408,1401857.9099999717,6513,25551
13448,173283.49999999182,5174,9950
15513,798604.4000000171,5966,17270
12791,7126.200000000004,22,74
16218,119139.93000000286,1350,3510
14307,137803.11999999936,1980,8280
17908,6811.839999999976,348,1624
12838,29374.590000000884,1476,5289
13694,2819389.4999999865,5265,26325
15983,59000.799999998875,1356,4520
14849,355692.60000000487,5880,17640
17377,172740.47999998587,5447,18436
17951,35670.23999999989,252,756
14729,15047.520000000044,994,3408
12868,75531.8199999996,1605,5029
14078,47221.65000000011,910,2925
12662,190854.00000000777,4408,11600
14237,7727.999999999975,135,432
17905,33610.07999999995,408,1428
15485,115874.9999999967,1462,3870
12433,642041.760000012,5880,20160
15605,52722.11999999998,1072,2948
14911,6363485.760000334,82642,283344
17841,1532949.6399990995,95796,303354
12472,236720.23999999193,4692,14858
17643,5382.149999999979,144,424
13093,340624.6799999818,1870,7480
13468,237583.49999999502,6120,12852
16274,12528.250000000153,469,2345
14496,23168.830000000067,209,817
14696,95264.61999999898,2128,6118
16539,59718.829999999834,630,1935
13777,1004185.649999986,1971,8541
17690,199434.9000000008,2064,10836
12947,71771.7899999995,1339,5253
17069,119484.90000000103,2310,6930
14606,609120.2000000371,47294,144664
16835,9042.499999999987,170,500
18011,3700.439999999983,420,1008
15694,231249.5999999977,869,2844
17732,14286.590000000047,324,846
14047,56760.43999999977,272,1496
17925,9030.96,11,37
13941,186671.5799999999,376,1786
17017,377260.8399999883,2680,11792
14135,173541.4700000024,1742,4958
15601,296795.8399999911,4968,18216
14766,118730.42999999906,2603,6713
18041,166445.5999999899,3792,18960
15955,228270.12000000192,2220,9620
16244,71569.24999999907,1001,4277
16546,-3165.6900000000915,248,1023
15260,87257.72999999947,1326,3822
13305,88037.8400000004,648,3564
14491,19433.00999999995,374,969
14060,380393.5599999917,3654,12586
16752,7884.999999999981,126,342
15363,14630.300000000028,272,782
12915,16727.899999999907,440,1012
15544,180668.0100000132,4698,13311
15738,220283.42000000665,2112,8096
17381,912259.3500000102,2310,4950
15827,95205.83999999914,2278,7772
14180,227397.73000000036,4960,12152
13117,36441.6700000004,988,2812
16916,23050.400000000092,1716,5720
17802,66347.52000000034,2499,7791
15838,1800941.04000001,2873,9126
16186,211572.81999999113,3723,11607
17567,216678.23999999993,3009,9558
15061,2114920.860000085,6560,15990
16203,24155.150000000034,504,1476
15640,683833.700000015,11385,27225
17412,52838.52000000019,594,2772
14031,643924.1600000134,5418,11352
14775,44523.600000000086,900,2640
15834,112584.59999999293,5796,14904
17659,135918.49999999662,3220,7406
15299,147696.51,108,468
13958,-5634.7499999999945,100,275
13402,29197.810000000125,507,1833
18168,36276.4800000004,980,4480
17757,229005.09000000844,10388,30422
15384,36238.32000000047,946,2451
13295,6928.24999999998,99,385
16754,92110.39999999997,34,92
15093,185225.88000000242,1568,4704
17961,50561.16000000036,2739,9711
17135,53567.309999999714,728,2444
14213,-54841.19999999997,85,230
12967,46595.24999999992,363,1287
18225,251967.94000000085,6292,13442
13370,33902.0400000002,968,2068
13520,153461.00000000003,1520,4180
16905,148103.03999999803,4598,10032
16891,38865.600000000944,3654,9744
17884,35155.05000000151,1521,5733
16477,142184.22000000058,3066,8322
12600,95498.4800000013,910,2405
16013,1668312.4999999858,1963,7550
17949,2268286.120000025,1027,3397
17787,82068.36000000125,1876,5896
12682,528393.4599999737,6300,22575
17954,89519.42999999746,4401,19071
17819,168409.2200000026,735,2254
17198,28381.02000000012,1248,3936
15769,1762006.4800000014,1617,4998
14898,67557.59999999896,2261,6545
12725,20962.200000000073,336,1176
16455,90217.81999999874,1188,4851
15545,12879.679999999971,1053,3564
17243,336513.4500000086,3256,15873
15708,156496.84000000166,3861,13959
16033,418925.28000004945,14976,55296
13838,23518.820000001313,1914,5916
15351,81934.16000000069,3728,10252
15038,30617.14000000134,1729,6118
18109,396266.00000000885,6356,22700
14800,156744.5800000003,6664,14504
16931,170356.1399999964,11674,33226
16814,305528.19999999634,4225,15275
13269,249848.23999998003,5440,15040
15332,83053.00000000003,665,1750
16353,240325.56000000096,1222,3384
17796,31405.500000000062,1394,3690
15716,48108.82999999929,1416,5074
15221,4335.8000000000075,110,418
16983,82568.60000000079,2235,6407
17059,157847.03999999785,6192,26316
16327,192211.00000000093,3509,15950
17026,8360.82000000001,64,216
15570,205498.50000000274,6600,16500
16718,24949.99999999997,585,1800
15808,141541.25999999585,1890,7980
17858,216537.71999999706,2786,8358
16393,161757.75000000055,7518,19690
16411,8800.649999999994,585,1845
15023,257000.0800000049,6756,21394
17402,121157.09999999937,1357,2714
12647,146796.79999999888,2048,5120
15894,10541.99999999996,492,1640
15867,148113.80999999846,7871,18057
14506,100608.49999999868,5688,15800
15953,81726.50000000042,1442,5150
12720,251384.31999999838,4308,15796
16422,1284616.2199999292,4389,15162
12747,180428.42999999636,1854,4429
14081,37996.14000000068,2028,6552
17965,99657.65999999868,4277,12502
14404,55954.08000000029,1352,4056
13174,118315.25999999864,4082,13188
15987,76917.83999999713,2240,7420
13652,50373.68000000009,819,2898
17428,614824.2000000166,2744,12348
16858,17294.499999999836,195,650
14293,37676.160000000425,732,2196
14748,51159.810000000776,1196,3588
15899,2756.25,44,196
12708,122967.03999999857,1914,8178
15898,59541.24000000074,1044,3741
15919,28795.05000000121,3146,6435
13497,11878.849999999924,180,740
15860,37133.980000001415,2414,5396
15304,36055.899999999645,494,1378
14344,47166.289999999586,1491,3763
12474,291775.2699999947,6855,18737
16719,58539.3599999989,1015,6699
15301,266490.3600000033,3211,13091
16898,18667.320000000167,2608,6846
18113,2976.4800000000014,13,39
15078,307947.1999999776,4961,14432
15028,33237.89,720,2544
16919,114243.79999999587,4578,14388
17259,35598.83000000054,2728,7316
17019,66175.71999999913,4680,12168
14487,48526.78000000096,2755,5945
16722,240271.7099999968,4104,11628
16710,106770.71999999975,6834,17286
15984,129580.6199999946,6325,12650
16658,5299.320000000008,104,344
16817,72347.49999999763,1235,4750
13030,33578.160000000884,1584,4158
17191,92185.7199999964,3318,10428
15194,436227.8599999865,6846,18908
14409,76330.00000000196,495,2200
16861,6824.250000000003,104,360
16138,-325.94999999999976,11,41
17519,64367.44999999984,830,2905
17812,34411.52000000119,3243,6627
15602,50930.61000000051,540,2538
17320,57629.76000000027,1168,3504
16782,103143.50000000032,2955,9062
12913,101828.83000000191,650,2050
17869,17127.200000000143,320,1600
13564,27205.080000000286,1190,3570
14850,9178.950000000013,352,726
15021,91741.7199999855,10059,23471
17450,8436697.649999844,5265,15795
17470,57378.57000000083,1326,3978
17616,25703.999999999993,36,135
15649,36720.0,28,90
12681,533426.0099999967,6460,25194
14907,160027.10000000006,3024,7728
17735,681721.0399999592,6210,35880
16059,70073.27999999975,4140,8640
15018,21444.22000000021,544,1504
13756,221240.16000000198,2145,6149
14176,28126.00000000014,384,1568
18119,7788.159999999984,630,1290
13569,15323.75000000014,765,3485
14673,64246.79999999994,666,2738
16221,38918.69999999993,1552,4365
15965,34671.24000000061,976,5002
13769,138593.500000001,2145,7150
16086,34698.60999999999,440,1240
13786,10828.79999999999,105,329
13173,16267.899999999985,946,1978
12347,232739.99999999953,3276,9828
14739,191055.90000000098,732,2989
16293,127494.17999999733,1800,6840
16950,47142.40000000002,714,1680
